ham spam 
COMPUTER 0 3 
merde 1 0 
wakes 0 1 
Frutcus 0 2 
contactjuggling 3 0 
backpack 0 1 
teotihuacan 0 1 
diamm@tjohoo 0 3 
PROFITABLE 0 1 
micalg 1 0 
depend 0 2 
D@ec 0 1 
enters 0 1 
about 23 50 
kre@munnari 4 0 
herbert 0 3 
History 0 1 
MONTHS 0 1 
patch 0 2 
character 0 1 
blissful 0 1 
tightening 0 1 
beaty 1 0 
above 3 4 
Advertisement 0 9 
Imagine 0 1 
dutchess 0 1 
mandark 3 2 
melbourne 0 1 
nmap 3 0 
goals 0 1 
height 0 21 
JONES 0 1 
glamourie 0 2 
sleeps 0 1 
aifrik@corpusmail 0 2 
DAILY 0 4 
myself 0 3 
Completely 5 0 
wonderful 0 3 
received 4 12 
substantial 2 2 
LFf 1 0 
flood 0 2 
quality 4 8 
Dagga 0 1 
LGL 0 1 
Newsgroups 0 1 
nihilism 0 1 
%BD%BE%E 0 1 
animal 0 1 
sincere 0 2 
Postal 0 4 
Office 0 2 
shared 1 1 
@bagend 6 0 
nzxwo 0 1 
OFFER 0 7 
mid 0 1 
eliminate 1 0 
believe 2 8 
EMAILS 0 4 
@mail 0 5 
shares 0 2 
into 27 19 
min 0 6 
mis 0 1 
glance 0 1 
@turing 1 0 
supports 2 0 
palmolive 0 1 
PREPARED 0 1 
opinionate 0 1 
mix 0 1 
holes 0 1 
redirect 0 2 
bloodstream 0 2 
middle 0 10 
though 10 3 
associates 0 1 
investiment 0 1 
renewal 0 1 
Hawaii 0 1 
receivable 0 2 
transportation 1 1 
everyday 0 1 
SMTP 19 44 
appear 2 0 
definitely 0 1 
oped 0 1 
negate 0 1 
associated 0 4 
Reply 17 24 
polic 0 1 
EMAIL] 0 1 
wording 0 2 
experts 1 1 
open 1 5 
diane 1 0 
folders 1 0 
tbody 0 14 
suffering 0 1 
forced 0 1 
appellate 0 1 
invest 0 1 
project 3 3 
Process 0 1 
enhancement 0 2 
hawkins 1 0 
wrinkles 0 2 
schneider 2 0 
greedy 0 1 
tobacco 0 1 
First 0 3 
Program 1 1 
mckay 2 0 
eumenides 0 1 
solutions 0 2 
mlh 0 1 
felt 0 1 
owing 0 1 
Sporting 0 1 
MyInput 0 2 
uccopalips@angelfire 0 2 
Drawings 0 1 
beastie 1 0 
[en] 0 3 
Garnishments 0 1 
abort 1 0 
forces 0 2 
bodybuilding 0 1 
glibc 1 0 
Confirmation 0 1 
HAVING 0 1 
cartier 0 1 
secured 0 4 
internet 1 16 
veneto 0 1 
allow 4 10 
romano 0 1 
avila 1 0 
proper 1 3 
beast 0 1 
stocks 0 1 
feop 0 1 
urgly 0 1 
Control 0 2 
PURE 0 1 
autumnal 0 1 
EMWAC 0 2 
registry 0 1 
recently 1 3 
incredible 1 2 
NEWEST 0 1 
BILLS 0 1 
prepaid 0 6 
TPENotes 0 4 
Neither 0 1 
DANA 0 1 
earthlink 0 1 
lodged 0 1 
cells 0 5 
money 1 40 
riches 0 1 
healthy 2 1 
euphoric 0 1 
Hottest 0 3 
forever 0 1 
rtunity@aol 0 2 
ireland 0 1 
exxon 2 0 
@ireland 0 4 
CCCCCC 0 2 
claimed 19 1 
Teddy 0 6 
whole 7 2 
Deserve 0 1 
Security 0 1 
fingers 1 0 
mon 1 0 
borosilicate 0 1 
excalibur 2 0 
reliable 1 1 
stocklist 1 0 
LNX 2 0 
COME 0 2 
brandfmedicationsi 0 1 
NONE 0 1 
Boston 0 1 
attempts 0 1 
Debit 0 3 
still 9 7 
attbi 1 0 
saaug 0 1 
booky 0 1 
Vivaciously 0 1 
toward 0 1 
books 2 3 
FrontPage 0 4 
LOW 0 2 
among 0 2 
ROGERS 0 1 
tongue 0 4 
signature 2 3 
INFORMATION] 0 1 
enjoy 0 2 
longview 1 0 
fireworks 0 2 
rampart 0 1 
naturally 0 2 
Radix 0 9 
believer 3 0 
writing 0 1 
federal 0 4 
social@linux 45 0 
Seizures 0 1 
boone 0 3 
include 2 13 
sandtrap 1 0 
alongside 0 1 
includi 0 1 
Radio 0 3 
COPY 0 1 
jebel 0 2 
skeptic 3 0 
mrs 0 2 
sends 0 2 
millenium 0 1 
hewlett 0 1 
Steve 1 1 
shuler 2 0 
cutting 0 1 
censor 0 1 
ages 2 1 
inbox 1 0 
specifics 0 2 
defender 3 0 
voice 2 5 
shipper 1 0 
imbalance 2 0 
allen 3 0 
illnesses 1 0 
fertility 0 1 
mso 0 37 
msn 0 9 
brendageographer 0 1 
JFBwJ 1 0 
float 0 1 
COPYING 1 0 
WORKS 0 2 
qvwl 0 1 
newsletters 0 4 
Formulation 0 1 
Angelica 0 2 
felines 1 0 
Tree 1 0 
Muscle 0 1 
LSC 0 1 
imply 2 0 
offset 1 0 
nextel 0 1 
peruse 0 1 
failed 0 3 
DATE 0 4 
Errors 23 5 
calmative 0 1 
sequence 9 0 
shipped 0 5 
SUCCESSFUL 0 1 
kevin@suberic 3 0 
mediline 0 2 
makalumedia 6 0 
YOUNite@aol 0 2 
Mimeole 2 4 
B%EA%F 0 1 
chunk 0 1 
warhead 0 1 
carrollton 0 1 
betelgeuse 0 1 
Cyber 0 3 
COST 0 3 
prescribed 0 2 
knotty 0 1 
NOTE 0 5 
LINE 0 1 
Radex 0 1 
vdfe 0 1 
majure 1 0 
CD@minister 0 1 
TOTAL 0 1 
iomega 0 1 
INTERNET 0 1 
ministerial 0 1 
command 1 0 
Contact 0 6 
ineffective 0 1 
Uuid 1 0 
SENDING 0 1 
Extra 0 1 
WILL 0 9 
slash 0 1 
greene 2 1 
equivulent 1 0 
revised 9 0 
clubhouse 0 1 
providers 0 6 
%BD%F 0 1 
CREDIT 0 10 
saved 0 2 
NOVA 0 1 
%BD%A 0 3 
%BD%B 0 1 
Clock 0 1 
slab 0 1 
Ministries 0 1 
GROWTH 0 1 
YOUR 1 36 
because 6 16 
bronzy 0 1 
July 2 0 
moving 0 1 
Constitution 0 1 
Cistanches 0 2 
agreement 10 2 
dealing 0 1 
merchant 0 4 
mxv 1 0 
badland 0 1 
bronze 0 1 
contains 3 6 
prohibiting 0 1 
folder 9 0 
permits 0 1 
plainfield 0 1 
selection 1 0 
guess 2 0 
faxing 0 4 
protracted 2 0 
admin@spamassassin 6 0 
detail 2 1 
telstra 0 2 
Potent 0 2 
June 0 7 
qwpoazrrn 0 1 
Authority 0 1 
Inspires 0 3 
bjqo 0 1 
DAYS 0 6 
customizable 0 2 
diskettes 1 0 
HEADER 0 1 
matrix 4 0 
interstate 3 0 
Glen 0 1 
emphysema 0 1 
sleep 0 19 
PHONE] 0 1 
MESSAGE 0 2 
refuse 0 3 
elevated 0 1 
splenetic 0 1 
endocrine 0 2 
agmt 1 0 
Takes 0 1 
website 0 22 
Schisandrae 0 1 
unlimited 0 3 
decreased 0 3 
highlighted 1 0 
mpczx 0 1 
coastguard 0 1 
liens 0 1 
Audit 0 1 
decreases 0 2 
shipchannel 1 0 
ancillary 0 1 
anniversary 0 1 
Take 0 1 
sidebacks 0 1 
screening 0 1 
ANNOUNCEMENTS 0 1 
republic 1 0 
Using 0 10 
vying 0 1 
couldn 2 1 
acclamation 0 1 
icondown 1 0 
thorne 1 0 
layers 1 0 
female 0 2 
doesn 3 3 
%AA%F 0 1 
%AA%E 0 1 
poised 0 1 
Soho 0 1 
%AA%B 0 3 
cruel 1 0 
%AA%A 0 5 
wrote 11 1 
eopot 0 1 
originally 1 0 
lombardi 1 0 
evergreen 3 0 
roibot 0 8 
volume 10 3 
SeventhPower 0 4 
Storage 1 0 
beneficiary 0 4 
Navigate 0 1 
EVAL 0 1 
b&m[ 1 0 
chimney 1 0 
epson 0 1 
technical 1 3 
WGxegIqunLOyDc 0 1 
respecting 0 1 
breakdown 1 0 
ridi 0 1 
ABOVE 0 1 
LIVE 0 4 
Annual 0 1 
Homeschool 0 1 
satellite 0 8 
Home 0 10 
selecting 1 0 
rica 0 1 
abridging 0 1 
capabilities 0 1 
dakota 0 1 
agencies 0 1 
rick 1 0 
Talk 0 1 
WITH 0 7 
%BF%AD%BE%F 0 2 
blackcomb 2 0 
INTERNE 0 1 
arises 1 0 
visited 0 2 
zgmzw 0 1 
family 0 11 
Hold 0 1 
gift 0 4 
tapes 1 0 
career 0 1 
told 2 4 
tomcat 2 0 
release 0 2 
@neto 0 1 
rolled 1 0 
toll 0 2 
diminution 0 1 
xjvg 0 1 
proscription 0 1 
lindsey 0 1 
jane 1 2 
agua 2 0 
nat 1 0 
Tang 0 3 
similar 2 1 
partnership 0 1 
borax 0 1 
wives 0 1 
thousands 1 9 
MAA 3 0 
MAC 0 1 
Just 1 11 
opiate 0 1 
Some 2 3 
nbi 0 4 
intellinet 0 1 
fetchmail 23 0 
roller 0 2 
EVER 0 1 
Toronto 0 1 
femaie 0 1 
toni 0 1 
CPAP 0 1 
MAY 0 3 
indicated 0 1 
tone 0 1 
against 5 3 
idyll 0 1 
Strengthen 0 1 
rcotten 2 0 
QUICK 0 3 
Style 0 2 
viagra 0 7 
OUTSIDE 0 10 
manufactured 0 1 
qdjbc 0 1 
@serviceregistry 0 1 
Delivered 25 42 
stores 1 2 
Living 0 1 
iona 1 0 
[Day 0 1 
cumulative 1 0 
slit 0 1 
backstitch 0 2 
Lorenzo 0 1 
slip 1 1 
nightdress 0 1 
reprisal 0 1 
Receive 0 8 
urgently 0 1 
gigo 0 1 
@dogma 0 2 
Soon 0 2 
uruguay 0 1 
Fill 0 1 
SINGLE 0 1 
tops 0 1 
aerial 1 0 
Billings 0 4 
pages 0 13 
SLmail 0 1 
pager 3 0 
riir 0 1 
bureau 0 1 
net 119 93 
cable 2 4 
Dropped 0 1 
settings 0 2 
new 18 26 
took 6 8 
rhonda 1 0 
positions 3 0 
Brent 2 0 
bluster 0 1 
tool 1 1 
ffff 0 11 
Secret 0 1 
nfo 0 1 
MEN 0 1 
nfs 2 0 
gainful 0 1 
THREE 0 1 
boundary 1 1 
RedHat 1 0 
viewhostdeals 0 1 
respective 0 1 
media 0 2 
Dishnetwork 0 1 
midcon 2 0 
around 4 6 
Lowest 0 1 
define 0 1 
dictate 0 1 
haven 3 3 
egypt 0 1 
indefensible 0 1 
marriott 0 1 
cannabis 0 4 
Host 19 0 
specific 0 1 
nominations 7 0 
interconnect 2 0 
Stress 0 1 
super 1 3 
Find 0 4 
Let 1 11 
Ferocity 0 8 
remainder 0 1 
clumsy 1 0 
entails 0 1 
spurious 0 1 
Automatically 0 2 
%EA%EE%FD%B 0 1 
THANK 0 2 
LEGITIMATE 0 2 
johnson 3 0 
professional 0 18 
cheese 0 1 
decided 4 0 
QUICKLY 0 1 
proble 0 1 
lanes 0 1 
actobat 0 1 
fully 0 7 
cheers 0 2 
pearl 0 1 
eliminated 0 1 
patches 2 0 
allergy 0 1 
MID 0 3 
phoning 1 0 
toss 1 0 
eliminates 0 1 
Clearly 0 1 
MsgSeen 1 0 
hooligan 0 1 
slow 1 1 
exchanged 0 1 
supplying 1 0 
Expires 0 2 
magnaminously 0 1 
flash 3 3 
bucks 0 3 
herod 3 0 
maybe 1 1 
automatically 2 5 
students 0 1 
recommend 1 0 
gerrald 0 2 
literal 0 1 
amorous 0 1 
coppery 0 1 
eogresources 2 0 
permitted 0 1 
damorgarjr@yahoo 0 2 
%AB%BE%A 0 2 
advertisement 0 12 
ontacted 0 1 
cyprus 0 1 
watermelon 0 1 
mechanism 2 0 
corset 0 1 
affliction 0 1 
SEVENTH 0 3 
INTRO 0 5 
silly 1 0 
ecis 0 2 
carlson 0 1 
absolute 0 2 
fVMV 1 0 
Fire 0 2 
Healing 0 1 
slre 0 1 
abovementioned 0 1 
root@localhost 31 0 
zjgpws 0 1 
joliet 0 1 
vnxjnoaayq 0 1 
gisb 2 0 
documents 0 3 
jazz 0 1 
genuinely 0 1 
nmh 2 0 
Haritaki 0 1 
guatemala 0 1 
research 3 0 
Melville 0 1 
pdaaxwipqwmsrp 0 1 
segment 0 1 
oqju 0 1 
Drive 0 1 
Graphs 0 1 
retaining 1 0 
Sylpheed 1 0 
Priced 0 1 
cater 0 1 
imagine 0 1 
overrating 0 1 
nng 2 0 
matrixes 1 0 
WZce 1 0 
decrease 1 3 
whatever 2 0 
MMS 2 0 
Uninhibitedness 0 1 
MMX 6 0 
designs 0 4 
migrate 1 0 
Illustrations 0 1 
color 5 198 
hidden 0 4 
nof 0 1 
string 0 3 
Miracle&quot 0 1 
nearly 0 2 
%FF%FE%FD%FC%FB%FA%F 0 1 
%EC%AA%A 0 4 
MNL 0 1 
blink 0 1 
non 3 13 
nom 5 0 
paliourg 0 2 
catia 0 1 
nor 1 3 
rita 7 0 
not 78 122 
drops 0 2 
nov 1 0 
blimp 1 0 
now 16 31 
statement 1 0 
Improved 0 2 
carthage 6 0 
Impulse 0 1 
rite 0 1 
ascii 16 0 
headaches 1 1 
delivery 3 6 
pinch 0 1 
thoughts 1 0 
mischievous 0 1 
RETAIL 0 1 
breaks 0 1 
conquer 0 2 
Paste 0 1 
MON 0 1 
Penalty 0 3 
QUESTIONS 0 7 
jeffrey 5 0 
what 29 35 
almight 0 1 
refer 0 1 
detailed 1 2 
timely 3 1 
lyda 6 0 
risk 1 5 
PEOPLE 0 6 
delivers 0 1 
callers 0 1 
Receipts 0 1 
ECONOMY 0 4 
Beenthere 23 0 
charley 0 1 
prohibitive 0 1 
aloom 0 1 
gyrich@hotmail 0 2 
Subscribe 2 0 
when 24 21 
DBQE 1 0 
Herbaceous 0 1 
Exhibits 0 2 
%BA%AE%A 0 1 
catch 0 3 
%BA%AE%E 0 1 
give 2 14 
lives 2 1 
liver 0 1 
depends 1 0 
redirected 1 0 
midsection 0 1 
midtex 1 0 
Metabolism 0 1 
COMPANY 0 1 
borrett 0 1 
Los 0 3 
Hence 1 0 
determined 0 3 
farms 1 0 
variances 1 0 
dvismail 0 3 
practicably 0 1 
SATISFIED 0 4 
bastard 0 1 
explicitly 1 0 
vanessagreen@freeze 0 2 
Fructus 0 1 
direct 1 4 
weedwaac 0 1 
paracodin 0 1 
dBBBK 1 0 
[wxv 0 1 
confuse 0 1 
modern 1 0 
Gecko 2 0 
enables 1 1 
Otto 0 2 
mzqpj 0 1 
otcasino 0 2 
nts 0 2 
Kelly 1 0 
wrong 5 0 
nasal 0 1 
collard 0 1 
SATISFACTION 0 1 
suenos 0 1 
songs 1 0 
width 2 117 
MTA 0 2 
preside 0 1 
certain 1 1 
board 0 1 
levels 1 6 
charlie 1 0 
nnpc 0 2 
Hobbiton 3 0 
used 6 19 
nut 1 1 
Helveti 0 8 
notification 0 1 
Targeted 0 11 
earned 0 1 
mustard 0 2 
letting 0 2 
ztnjcl 0 1 
Ligusticum 0 2 
awoke 0 1 
Impact 0 1 
otherwise 1 0 
dryden 0 1 
intrigue 0 1 
boals 1 0 
solely 0 1 
Erogenous 0 1 
MimeOLE 2 4 
market 1 18 
effects 0 5 
nnno 0 1 
breakup 0 1 
roving 0 28 
refers 1 0 
keep 5 6 
nzwepj 0 1 
iness 0 1 
bammel 1 0 
[Week 0 1 
sonar 0 1 
htmlm 0 1 
%AD%AC%B 0 2 
herbs 0 2 
relaxed 0 1 
alone 0 2 
COMPLETE 0 1 
along 0 7 
parallel 1 0 
Rhizome 0 1 
instakom 0 2 
Mills 0 1 
designed 0 4 
~dozloh 1 0 
rundownphonograph 0 1 
forswear 0 1 
Increase 0 6 
terminal 1 1 
thanking 0 1 
Today 0 7 
contained 1 0 
CPUs 1 0 
uses 3 1 
user 4 7 
approx 0 2 
sflvx@mail 0 2 
bring 4 2 
promoted 0 1 
emirates 0 1 
claus 0 1 
Questions 0 1 
promoting 0 3 
employers 0 3 
busyCursorInner 2 0 
automat 0 1 
ynrr 0 1 
Millions 0 2 
steven 2 1 
broadband 0 5 
peace 0 1 
emile 0 1 
consideration 0 2 
competitive 0 3 
Pioneering 1 0 
enter&quot 0 1 
ordering 0 7 
PLATINUM 0 2 
melissa 8 0 
consequently 1 0 
multinational 0 1 
claws 1 0 
communications 0 2 
pluleuorxhygzccr@cs 0 1 
uwhth 0 1 
search 1 4 
spacing 0 5 
vela 1 0 
whom 0 3 
melean@angelfire 0 2 
typescript 0 1 
%AB%F 0 3 
azerbaijan 0 1 
%AB%B 0 2 
%AB%A 0 15 
appendage 0 1 
DESCRAMBLER 0 3 
Novus 0 1 
knidw 0 1 
actor 0 2 
deleted 0 1 
giron 2 0 
Thursday 0 2 
acton 1 0 
addtosel 1 0 
dcrqi 0 1 
tailored 0 1 
%BC%AF%BE%EB%AA%A 0 1 
graphics 0 5 
Advertisements 0 4 
manageable 1 0 
Hello 1 0 
approvals 0 1 
warning 1 1 
tejas 2 0 
amalgamation 0 2 
commissioner 0 1 
TAKE 0 2 
image 1 2 
mktg 1 0 
mikeedo@emailisfun 0 3 
portray 0 1 
Remedy 0 1 
burst 0 2 
carry 0 1 
Aranthopanacis 0 1 
Dual 2 0 
Explorer 0 2 
listmaster@linux 21 0 
frame 0 2 
MONEY 0 2 
keqh 0 1 
origin 0 1 
india 0 1 
JUST 0 3 
Ouch 1 0 
burden 1 0 
bujumbura 0 1 
briley 1 0 
tangential 0 1 
patents 1 0 
highlighting 1 0 
class 0 16 
Reunion 0 1 
spanish 0 1 
Cohen 0 2 
disbursed 0 1 
Although 1 1 
%AE%AF% 0 1 
kept 1 2 
SOFTWARE 0 3 
oba 2 0 
NAA 3 0 
jt@msn 0 2 
NAE 0 1 
management 3 3 
publish 1 0 
seperate 0 1 
aroun 0 1 
significantly 0 1 
HOME 0 5 
promotion 1 2 
assign 0 2 
very 15 25 
NAV 0 1 
decade 0 2 
Address 0 15 
congress 0 1 
PROCESSING 0 1 
canadian 0 2 
jbow 0 1 
carol 3 0 
william 2 0 
Exim 2 2 
vessel 0 1 
kblbsho 0 1 
SOON 0 2 
windowswindows 0 1 
oct 3 0 
issue 12 5 
dependency 0 1 
odY 1 0 
literally 0 1 
lower 0 3 
beverly 1 0 
metal 1 0 
kerr 2 0 
millitary 0 1 
index 4 26 
EE%EB%BB%BE%AB%F 0 1 
pEa 0 1 
peaks 0 1 
odd 0 1 
Perfect 0 1 
POISED 0 1 
Application 0 3 
diagnosed 0 1 
offlist 0 1 
turned 0 3 
May 0 12 
widen 1 0 
indec 0 4 
library 0 1 
hmmm 2 0 
oem 0 1 
eBay 2 0 
[Month 0 1 
Wynne 2 0 
pcmcia 2 0 
htm@% 0 1 
despot 0 1 
acces 1 0 
draw 0 5 
off 8 18 
generally 1 0 
snapshots 1 0 
sijuko 0 1 
complete 3 14 
transaction 4 13 
kathy 1 0 
NEW 0 3 
moderator 0 2 
Amnis 0 1 
Exmh 9 0 
GROVES 0 1 
ruling 0 2 
edge 0 1 
plantain 0 1 
calming 0 1 
FIND 0 1 
claim 3 4 
jsut 2 0 
brian 2 0 
chronic 0 2 
vyyuh 0 1 
dreg 0 1 
ENTIRE 0 3 
months 7 16 
exmh@jmason 2 0 
meter 29 0 
Alan 0 1 
follows 6 0 
TRUE 0 3 
hrhlizbeth@mindspring 0 1 
undisclosed 0 1 
serviceregistry 0 3 
chosen 2 2 
coat 0 1 
spikings 1 0 
hobbles 1 0 
survey 11 0 
tablets 0 7 
code 23 7 
DMerchant 0 1 
intented 0 1 
HOUR 0 1 
incompetent 0 1 
arilion 0 6 
%BF%BD%BB%E 0 3 
Moen 3 0 
Includes 0 5 
oil 1 1 
proposition 0 1 
positioned 0 1 
mellowness 0 1 
SPIRIT 0 1 
uksdth 0 1 
brick 0 1 
Body 0 4 
FkSL 0 1 
brief 0 1 
allows 3 3 
Reach 0 1 
dads 0 1 
determine 0 1 
clair 3 0 
anderson 2 0 
leftmargin 0 1 
LISTENING 0 2 
betting 1 0 
ORDERING 0 2 
contractors 0 1 
equiv 0 3 
NIM 0 2 
IDENT 6 0 
Cordial 0 1 
Helve 0 1 
Bedford 1 0 
remarks 1 2 
aroma 0 1 
AmEx 0 1 
MONTH 0 6 
yyyy@neteze 0 1 
States 0 4 
Daily 0 3 
OptiPlex 1 0 
Remember 0 2 
NEWSLETTER 0 2 
estimate 2 0 
grabbed 0 1 
okv 0 1 
minsk 0 1 
diploma 0 1 
promises 0 3 
Mhz 3 0 
breaking 0 1 
FORGET 0 2 
EVERYONE 0 1 
proposal 0 1 
Alex 0 1 
edit 1 2 
old 6 5 
gotta 1 0 
settled 1 0 
charlotte 3 1 
@andira 0 1 
DROPPED 0 2 
twelve 0 1 
clemson 0 1 
Close 0 1 
MyInput@AEOpublishing 0 18 
starting 1 2 
EXCELLENT 0 1 
device 1 2 
checking 0 2 
conference 2 0 
activity 5 0 
BUTTON 0 1 
enzymes 0 1 
edlm 0 1 
galapagos 0 1 
blew 1 0 
Parts 0 2 
omu 0 1 
george 7 3 
OTOH 1 0 
Calm 0 1 
Call 0 16 
lightfoot 1 0 
smtp 2 13 
Convert 0 1 
Cali 0 1 
zjdsl 0 1 
zodiac 0 2 
one 24 60 
incurred 0 2 
cents 2 1 
ITeam 0 4 
Mailing 0 1 
cokeryenw 0 1 
connected 1 1 
pull 4 2 
ont 0 2 
orig 0 1 
dealer 0 1 
buying 5 1 
elastic 0 1 
assist 1 4 
attained 0 1 
orin 0 1 
daly@oceanfree 2 0 
%AB%EA%EA%BB%A 0 1 
country 0 12 
willing 1 4 
ADVERTISING 0 2 
aida 0 1 
%EC%AB%A 0 1 
christmass 0 1 
IMMEDIATE 0 1 
ooo 0 3 
Name 0 20 
carolyn 1 0 
Industry 0 1 
Interest 0 3 
amazing 0 5 
regularly 2 0 
trivial 1 0 
awareness 0 1 
amazinc 0 5 
@ieg 0 1 
assits 0 1 
details 0 5 
aids 1 2 
serbia 0 1 
Kiff 0 16 
bazaar 0 1 
Another 0 1 
retails 0 2 
treated 0 1 
avhunts 0 6 
ensure 0 7 
%DF%DE%DD%DC%DB%DA%D 0 1 
topmargin 0 1 
NON 0 3 
dbwnby 0 1 
opm 3 0 
ldeos 0 1 
NOT 2 22 
opt 0 6 
extract 0 1 
lamadrid 1 0 
ops 1 0 
Offer 0 5 
NOW 0 9 
support 3 7 
yearly 1 0 
ublender@angelfire 0 2 
drop 23 2 
colo 0 3 
Guided 0 1 
cold 0 1 
learning 0 2 
cole 1 0 
pure 1 1 
life 1 18 
com[ 0 1 
LEGAL 0 3 
cols 0 1 
Guides 0 2 
clearence 0 1 
pmil@msn 0 2 
brighten 0 1 
cases 1 3 
wide 1 4 
convinient 0 1 
org 239 28 
brighter 1 0 
Recipients@qxl 0 1 
Request 0 1 
casey 0 1 
nsvmj 0 2 
regenerating 0 1 
Mon 48 12 
View 0 3 
NLZTAG 0 1 
succeed 0 1 
stormbound 0 1 
location 0 1 
%BF%EB%AE%BE%A 0 1 
Bond 0 1 
Sebastian 1 0 
hondo 0 1 
KHFE 1 0 
Zacalechichi 0 1 
luchetti 1 0 
software 10 43 
deflector 0 1 
chains 1 0 
woven 0 1 
anonymizer 0 2 
competition 0 6 
none 1 20 
closing 0 1 
problem 3 11 
noms 4 0 
Mortgage 0 1 
Book 0 5 
connection 1 0 
asleep 0 2 
weston 0 1 
presence 0 1 
wifimicrosoft 0 1 
%BE%AE%AE%F 0 1 
cernosek 2 0 
comp 1 0 
wifi 0 3 
betsy 0 1 
method 0 3 
wife 1 2 
streams 1 0 
profitable 2 2 
scroll 0 2 
come 4 14 
Card 0 22 
exist 3 0 
aphrodisia 0 1 
offsetting 1 0 
Mood 0 1 
Versions 0 3 
examples 0 1 
lifo 0 1 
CHECK 0 9 
Level 0 1 
Those 0 1 
sexual 0 10 
cerebral 0 1 
makerz 0 1 
protoplasm 0 1 
emarketing@arabia 0 4 
EXTRAVAGANTLY 0 1 
hormones 0 4 
columns 2 0 
&nbs 0 1 
distribution 2 1 
Cash 0 4 
our 18 166 
out 27 68 
cabal 0 1 
More 1 7 
confess 1 0 
transcript 0 1 
copy 6 4 
precise 0 1 
hilliard 2 0 
Mori 0 1 
According 0 3 
interlude 0 1 
Cart 0 2 
Msg 1 0 
Cats 2 0 
coop 0 1 
cook 2 0 
cool 0 1 
workers@spamassassin 7 0 
MONTHLY 0 1 
apologize 0 9 
bronco 0 1 
SPAM 0 3 
netmarch 0 1 
choate 4 0 
bubba 1 0 
Waide 2 0 
E%AD%A 0 1 
asset 0 1 
owe 1 8 
Online 2 6 
minimum 2 0 
LOWEST 0 1 
date 7 2 
blot 0 1 
data 3 5 
corp 38 0 
own 3 15 
Most 2 4 
drum 0 1 
World 2 2 
Netscape 0 1 
spitting 1 0 
Boss 0 2 
Excellent 0 2 
MFwJY 1 0 
corral 0 1 
distributing 0 1 
mediccationns 0 1 
profiled 0 2 
Emails 0 1 
sunny 0 1 
livemotion 0 1 
development 2 0 
like 20 45 
resource 0 1 
torrey 1 0 
Operating 3 0 
ephedrine 0 2 
core 1 0 
efforts 1 2 
proposed 0 1 
Revision 0 1 
angstrom 0 1 
intruders 1 0 
ground 0 1 
~~~~ 0 16 
elliptic 0 1 
Favorite 0 2 
note 6 8 
%BE%F 0 5 
line 19 27 
AkkaBay 0 24 
link 0 14 
puzt 0 1 
gossett 3 0 
%BE%A 0 7 
florence 0 1 
%BE%B 0 3 
@china 0 2 
messagelogin 0 1 
robin 0 1 
nelsen 0 1 
Credit 0 31 
isaiah 0 1 
pueblo 0 1 
regimen 0 1 
nose 0 1 
cost 11 11 
will 84 123 
Chicago 0 1 
fishing 0 1 
confidence 0 1 
magnumslug 0 2 
groups 1 2 
allowing 0 1 
Skeptical&quot 0 1 
doherty 0 1 
Architect 1 0 
unskilled 0 1 
tuesday 3 1 
compliance 0 2 
palmer 1 0 
Also 0 14 
assured 0 1 
challenge 0 1 
sprays 0 1 
locations 2 0 
severson 1 0 
doubloon 0 1 
HxIilFH 1 0 
your 50 334 
Austin 1 0 
remote 0 1 
these 17 31 
Addresses 0 11 
victor 1 0 
wasted 0 2 
prolificate 0 1 
elink 0 2 
wins 0 1 
klortho 6 0 
%AC%B 0 2 
%AC%A 0 7 
frames 0 2 
devices 0 1 
Decreases 0 1 
Boyd 0 1 
Reduce 0 1 
%AC%F 0 1 
apparent 1 0 
exposure 0 4 
shiloh 0 1 
dawn 2 1 
wing 0 1 
squirrels 1 0 
flight 0 2 
independent 0 5 
achieve 1 3 
ahead 0 1 
concluded 1 0 
yellow 0 2 
Visa 0 7 
Satellite 0 2 
talking 1 0 
somethin 0 1 
sngg 0 1 
deluge 0 1 
arrived 0 2 
XNXR 0 1 
fervent 0 1 
clitoral 0 1 
listing 0 2 
licensed 2 3 
webcredit 0 2 
Oranjestad 0 1 
kernel 7 0 
blue 0 10 
days 8 27 
algonquin 0 1 
discuss 1 0 
acceptable 0 1 
etcmore 0 1 
Humans 0 1 
roaring 1 0 
bvlgari 0 1 
kerry 2 0 
adios 0 1 
wish 2 13 
wise 0 1 
Debt 0 4 
homestead 0 4 
amounts 0 1 
exceed 0 2 
pan 1 1 
claimant 0 1 
pat 6 0 
Financial 0 1 
pay 3 14 
Psychologist 0 1 
santoh 0 1 
meatspace 3 0 
list 20 44 
European 1 0 
OAA 0 1 
wiry 0 1 
strange 1 0 
external 1 1 
dchdpo 0 1 
Dear 0 2 
PGCC 2 0 
spending 0 2 
jteews 0 1 
revise 2 0 
claims 0 3 
lisa 6 0 
folks 0 1 
Icon 0 1 
MFxvY 1 0 
Expensive 0 2 
Press 0 1 
Above 0 1 
child 1 0 
outgoing 1 0 
papayoti 4 0 
sager 1 0 
divided 0 2 
medium 0 12 
Alabama 0 1 
interface 1 0 
remove 1 30 
hormone 0 10 
Over 0 6 
compiled 2 1 
request@spamassassin 2 0 
pci 1 0 
qEM 0 1 
treasure 0 1 
coffey 1 0 
compiler 3 0 
live 0 3 
responded 0 1 
Chute 0 2 
pcs 1 0 
coffer 0 1 
compiles 1 0 
Oceanside 0 1 
